Component ID,Component Type,Component Age,Component Specifications,Maintenance Activity,Maintenance Duration,Temperature,Vibration,Pressure,Voltage,Failure Causes,Humidity,Failure History,Maintenance Cost,Rainfall,Mean Time to Repair
C951,Coupling Rod,6,Stainless Steel,"['c1', 'p3', 'p2']",5,28,0.4,1017,24,Wear and Tear,61,"['F2', 'F4']",10035,0.6,10
C952,Controller,2,48 V,"['c2', 'p2']",3,34.5,0.1,1015,24,Mechanical Faults,57,"['F2', 'F3', 'F4']",7784,0.5,9
C953,Motor,4,20 kW,"['p2', 'p3']",4,24.6,0.4,1017,24,Fatigue,61,['F4'],11287,0.4,3
C954,Doors,7,Iron,"['c1', 'p1']",3,24.5,0.5,1019,24,Mechanical Faults,65,"['F2', 'F3']",7236,0.8,3
C955,Component Type,3,,"['p2', 'c3', 'p3']",3,32.5,0.3,1010,24,Overloading,64,"['F1', 'F2', 'F3', 'F4']",9820,0.3,3
C956,Seal,4,Silicon,"['p3', 'p2', 'c3']",3,28.2,0.4,1010,24,Lack of Lubrication,65,"['F1', 'F2', 'F4']",7335,0.1,1
C957,Pantograph,2,Silver,['p1'],7,35.6,0.1,1017,24,Electrical Faults,58,"['F1', 'F2', 'F3', 'F4']",5649,0.5,5
C958,Panel,1,IP65,"['c1', 'c3', 'p3']",8,33.7,0.5,1019,24,Lack of Lubrication,58,['F4'],5974,0.3,9
C959,Brake Pad,1,,"['c3', 'p1']",1,26.2,0.2,1015,24,Corrosion,61,['F4'],5165,0.3,10
C960,Pantograph,6,Silver,"['p3', 'c3']",2,37.5,0.2,1011,24,Electrical Faults,65,['F3'],8952,0.4,4
C961,Transformer,7,1000 KVA,"['c3', 'c1']",3,30.5,0.5,1018,24,Mechanical Faults,56,"['F1', 'F3']",7563,0.6,3
C962,Fuse,2,,"['p2', 'p1']",1,32.4,0.2,1020,24,Mechanical Faults,60,['F3'],5454,0.8,5
C963,Charger,3,220 V AC,"['c3', 'p3']",5,30.4,0.4,1010,24,Fatigue,56,"['F1', 'F3', 'F4']",5366,0.7,6
C964,Transformer,8,1000 KVA,['c3'],4,38.7,0.3,1019,24,Lack of Lubrication,65,"['F2', 'F4']",5153,0.1,6
C965,Transducer,2,,"['p2', 'p3', 'c1']",6,33.7,0.1,1016,24,Lack of Lubrication,56,['F4'],9751,0.6,8
C966,Seal,8,Silicon,['c3'],3,36.7,0.5,1016,24,Overloading,62,"['F1', 'F4']",10400,0.8,2
C967,Pump,9,750 l/m,"['c1', 'c2']",3,31,0.2,1013,24,Wear and Tear,56,"['F1', 'F2', 'F3']",9965,0.5,2
C968,Brakes,8,Disc Brakes,"['p1', 'c1', 'p3']",4,31.2,0.5,1015,24,Overloading,65,"['F2', 'F4']",7275,0.1,3
C969,Coupler,7,Automatic,"['p1', 'p2']",1,36.5,0.3,1019,24,Electrical Faults,62,"['F2', 'F3', 'F4']",5695,0.9,2
C970,Brakes,2,Hydraulic Brakes,"['c1', 'p1']",4,37.3,0.2,1016,24,Fatigue,58,"['F2', 'F3']",7655,0.2,3
C971,Relay,4,Electromagnetic,['p1'],6,23.9,0.5,1012,24,Mechanical Faults,58,"['F1', 'F2', 'F3', 'F4']",10530,0.9,8
C972,Engine,8,4 Stroke,"['c3', 'p1']",7,37.4,0.3,1017,24,Fatigue,60,['F1'],11524,0.6,5
C973,Alternator,9,200 KVA,"['c1', 'p1']",8,38.2,0.5,1017,24,Mechanical Faults,61,"['F1', 'F2', 'F4']",5825,0.5,3
C974,Brake Pad,5,,['c2'],7,24.2,0.4,1013,24,Fatigue,62,['F1'],8921,0.4,10
C975,Cylinder,7,200 mm,"['p2', 'c3']",6,30.9,0.1,1018,24,Mechanical Faults,66,"['F2', 'F3']",6165,0.8,6
C976,Converter,7,220 V,['c2'],3,25.4,0.5,1019,24,Mechanical Faults,64,"['F1', 'F2', 'F3', 'F4']",10743,0.1,1
C977,Wheelset,10,,['c1'],2,24.6,0.1,1018,24,Fatigue,58,"['F1', 'F2', 'F4']",11650,0.3,9
C978,Controller,5,24 V,"['c3', 'c1', 'p2']",8,28.5,0.5,1019,24,Mechanical Faults,55,"['F2', 'F3', 'F4']",7789,0.2,2
C979,Valve,1,Solenoid Valve,['p2'],7,38.5,0.5,1020,24,Overloading,66,['F1'],6894,0.3,9
C980,Transducer,7,,"['p3', 'c3']",5,37.1,0.4,1020,24,Mechanical Faults,61,"['F1', 'F2', 'F3', 'F4']",5948,0.5,5
C981,Chain,7,30.2 mm,['p2'],6,25.2,0.2,1013,24,Electrical Faults,56,"['F1', 'F3', 'F4']",10533,0.7,7
C982,Shaft,7,Carbon Steel,"['p1', 'c1', 'p2']",4,28.1,0.4,1011,24,Electrical Faults,59,"['F1', 'F2', 'F3', 'F4']",7202,0.1,5
C983,Throttle,5,,['c3'],3,23.6,0.5,1011,24,Overloading,58,"['F1', 'F3', 'F4']",8623,0.9,1
C984,Relay,9,Electromagnetic,['c3'],8,30.2,0.4,1015,24,Corrosion,66,"['F1', 'F2', 'F3', 'F4']",6625,0.2,8
C985,Engine,2,4 Stroke,"['p3', 'c1']",2,31.6,0.3,1011,24,Electrical Faults,62,"['F1', 'F2', 'F3', 'F4']",7464,0.4,6
C986,Brakes,5,Hydraulic Brakes,['p3'],7,33.2,0.3,1013,24,Wear and Tear,61,"['F2', 'F3', 'F4']",9076,0.8,1
C987,Cylinder,7,500 mm,['c1'],5,29.2,0.5,1012,24,Fatigue,59,"['F1', 'F3']",6651,0.4,7
C988,Gasket,10,Sterlant,['c3'],8,26.6,0.1,1013,24,Corrosion,57,"['F1', 'F2', 'F3', 'F4']",10649,0.7,5
C989,Transformer,3,1000 KVA,"['c2', 'p1', 'c3']",6,31.6,0.2,1018,24,Fatigue,65,"['F1', 'F2', 'F3', 'F4']",5433,0.8,7
C990,Air Compressor,7,500 l,"['c2', 'c3']",4,34.3,0.3,1020,24,Mechanical Faults,64,"['F2', 'F3']",10503,0.7,10
C991,Doors,9, Steel,"['p2', 'p1']",3,35.3,0.5,1018,24,Overloading,56,"['F2', 'F3', 'F4']",8647,0.3,1
C992,Air Compressor,1,2000 l,"['p3', 'c2']",3,26.7,0.3,1015,24,Mechanical Faults,64,"['F1', 'F2', 'F3', 'F4']",8346,0.7,9
C993,Inverter,7,200 V,"['p3', 'p1']",2,35.4,0.2,1010,24,Lack of Lubrication,55,"['F2', 'F3']",5903,0.9,3
C994,Pantograph,6,Silver,['c1'],6,31.2,0.5,1015,24,Corrosion,66,"['F1', 'F2', 'F3', 'F4']",6109,0.4,6
C995,Lighting,2,LED 6000 luminious flux,"['c3', 'p2', 'c1']",3,26,0.5,1010,24,Wear and Tear,66,"['F1', 'F2', 'F3', 'F4']",9671,0.1,8
C996,Controller,2,24 V,"['p2', 'p3']",3,34.6,0.3,1012,24,Electrical Faults,57,"['F2', 'F4']",5990,0.3,4
C997,Chain,2,20 mm,"['p2', 'c3']",1,31.6,0.1,1019,24,Mechanical Faults,59,['F3'],11034,0.3,7
C998,Doors,5,Aluminium,"['p3', 'c2']",5,33.5,0.4,1020,24,Fatigue,66,"['F1', 'F2', 'F3', 'F4']",7508,0.4,7
C999,Track,4,Narrow Gauge,"['p2', 'p3']",5,26.6,0.5,1012,24,Overloading,57,"['F3', 'F4']",7310,0.7,3
C1000,Horn,2,200 db,"['c3', 'p2', 'p1']",2,35,0.4,1017,24,Overloading,59,"['F2', 'F3', 'F4']",5272,0.6,8
C1001,Transducer,4,Pressure,"['p1', 'c1', 'p3']",6,37.4,0.2,1019,24,Electrical Faults,59,"['F3', 'F4']",6380,0.2,10
C1002,Battery,2,,"['c3', 'c2']",5,23.4,0.5,1010,24,Overloading,62,"['F1', 'F2', 'F3', 'F4']",9760,0.6,3
C1003,Bogie,10,500 tons,['c1'],7,24.5,0.5,1017,24,Mechanical Faults,55,['F1'],11366,0.8,1
C1004,Capacitor,3,1000 µF,"['p2', 'c1']",6,37.7,0.5,1010,24,Lack of Lubrication,63,"['F2', 'F3']",11456,0.6,6
C1005,Engine,4,300 HP,"['c2', 'p3']",4,39.5,0.3,1019,24,Mechanical Faults,57,"['F1', 'F2', 'F3', 'F4']",8044,0.8,9
C1006,Coupling Rod,4,Alloy Steel,"['p2', 'c3']",7,24.8,0.2,1010,24,Mechanical Faults,60,['F3'],9000,0.1,5
C1007,Capacitor,1,10000 µF,"['c1', 'p2']",1,37.3,0.2,1015,24,Wear and Tear,58,"['F1', 'F2', 'F3']",11339,0.6,4
C1008,Belt,10,100 mm,"['c2', 'c3', 'p1']",6,36.6,0.2,1018,24,Lack of Lubrication,58,"['F1', 'F4']",6172,0.2,10
C1009,Cooling Fan,6,1000 RPM,"['c3', 'c2', 'c1']",7,26.1,0.2,1016,24,Corrosion,61,"['F1', 'F4']",11080,0.6,7
C1010,Filter,1,Air Filter,['p3'],6,28.3,0.4,1016,24,Electrical Faults,62,['F3'],9202,0.7,2
C1011,Component Type,2,,"['c1', 'p3', 'p1']",4,39.5,0.3,1018,24,Lack of Lubrication,65,"['F1', 'F2', 'F3', 'F4']",11131,0.7,5
C1012,Transformer,2,3000 KVA,['p1'],1,38.3,0.5,1013,24,Mechanical Faults,57,['F2'],9777,0.5,9
C1013,Signaling,5,48 V,['p3'],4,38.7,0.5,1014,24,Mechanical Faults,62,"['F1', 'F2', 'F3', 'F4']",11794,0.5,7
C1014,Relay,2,Magnetic,"['p2', 'c3', 'p3']",2,34.6,0.5,1017,24,Overloading,57,['F2'],10408,0.2,1
C1015,Chain,9,20 mm,"['p2', 'c3']",5,38.1,0.5,1018,24,Electrical Faults,57,"['F1', 'F2', 'F3', 'F4']",10054,0.1,10
C1016,Chain,8,25.4 mm,"['c2', 'c3', 'p2']",7,34.8,0.3,1010,24,Corrosion,62,"['F1', 'F2']",5524,0.4,3
C1017,Cylinder,4,200 mm,"['p2', 'c1']",1,26.6,0.2,1010,24,Electrical Faults,55,['F1'],6075,0.2,5
C1018,Transducer,6,,"['c1', 'c3']",2,33.5,0.1,1019,24,Overloading,59,"['F1', 'F2', 'F4']",7101,0.3,7
C1019,Seal,7,Carbon,"['p3', 'c3']",3,28.8,0.1,1019,24,Electrical Faults,62,"['F1', 'F2', 'F3']",5688,0.3,1
C1020,Bearings,1,Ball Bearings,['c2'],5,28.3,0.4,1020,24,Fatigue,57,"['F1', 'F3']",6346,0.9,3
C1021,Roller,1,100 mm diamter,"['c1', 'p1', 'c2']",2,35,0.3,1013,24,Mechanical Faults,64,['F4'],5239,0.2,7
C1022,Panel,10,IP63,"['c1', 'p1']",4,23.7,0.1,1018,24,Fatigue,65,['F2'],9017,0.9,1
C1023,Clutch,1,,"['p2', 'c1', 'p1']",2,39.4,0.3,1017,24,Corrosion,62,"['F1', 'F2', 'F3', 'F4']",7608,0.5,5
C1024,Component Type,1,,"['c2', 'p2', 'p3']",7,25.5,0.2,1010,24,Mechanical Faults,66,"['F1', 'F2', 'F3', 'F4']",5688,0.6,2
C1025,Signaling,10,48 V,"['c2', 'c1']",7,38.9,0.5,1010,24,Mechanical Faults,61,"['F1', 'F2', 'F3', 'F4']",8803,0.2,1
C1026,Signaling,8,24 V,"['p2', 'c1']",1,26.4,0.2,1013,24,Electrical Faults,57,"['F1', 'F4']",8549,0.1,3
C1027,Motor,8,30 kW,"['c2', 'p3']",4,27.2,0.4,1015,24,Lack of Lubrication,66,"['F2', 'F3', 'F4']",6498,0.5,1
C1028,Bearings,7,Lubricated Bearings,['c2'],4,30.3,0.1,1016,24,Mechanical Faults,56,"['F1', 'F2', 'F4']",5773,0.5,6
C1029,Component Type,4,,['c3'],5,28.7,0.3,1017,24,Electrical Faults,63,"['F1', 'F2', 'F3', 'F4']",9220,0.5,10
C1030,Pump,9,750 l/m,"['p2', 'p3', 'c2']",7,38.3,0.3,1014,24,Fatigue,57,"['F2', 'F3', 'F4']",8333,0.9,3
C1031,Throttle,7,,"['p1', 'p3', 'c2']",3,24.4,0.5,1013,24,Fatigue,65,"['F1', 'F2', 'F3']",10308,0.8,4
C1032,Gear,9,Carbon Steel,"['p3', 'c3', 'c1']",5,32.7,0.2,1020,24,Wear and Tear,62,"['F3', 'F4']",9829,0.2,10
C1033,Inverter,9,200 V,"['c3', 'p2', 'c1']",3,35.4,0.1,1011,24,Corrosion,62,"['F1', 'F3']",10551,0.5,4
C1034,Signaling,9,48 V,"['c3', 'c1', 'p3']",1,28.4,0.2,1019,24,Corrosion,56,['F4'],7878,0.3,10
C1035,Switch,6,Toggle,"['c2', 'c3']",4,36.8,0.1,1017,24,Lack of Lubrication,62,"['F1', 'F2', 'F3', 'F4']",8590,0.5,5
C1036,Bogie,2,200 tons,['p1'],1,31.7,0.5,1020,24,Lack of Lubrication,65,"['F1', 'F3', 'F4']",9043,0.9,4
C1037,Lighting,1,LED 6000 luminious flux,['c2'],8,39.1,0.1,1012,24,Lack of Lubrication,56,['F4'],10298,0.5,5
C1038,Cylinder,5,500 mm,"['p1', 'c3']",8,33.3,0.2,1019,24,Corrosion,56,"['F1', 'F2', 'F3']",8387,0.8,7
C1039,Signaling,4,24 V,['p3'],5,32,0.5,1011,24,Corrosion,55,"['F1', 'F3', 'F4']",8196,0.1,1
C1040,Sensors,8,Temperature,"['p2', 'c3']",7,37.7,0.4,1011,24,Overloading,64,"['F1', 'F2', 'F3', 'F4']",7119,0.8,1
C1041,Axle,1,0.5 m,"['c1', 'c3']",1,24.2,0.5,1017,24,Mechanical Faults,65,"['F1', 'F2', 'F3']",6416,0.1,6
C1042,Coupler,8,Manual,"['c2', 'c1', 'p1']",8,28.1,0.3,1013,24,Overloading,62,"['F1', 'F3', 'F4']",6472,0.1,8
C1043,Cooling Fan,7,500 RPM,['p1'],8,23.7,0.3,1014,24,Corrosion,65,"['F3', 'F4']",5223,0.8,8
C1044,Bearings,10,Lubricated Bearings,['p1'],5,30,0.5,1017,24,Overloading,59,"['F2', 'F4']",10790,0.6,8
C1045,Brakes,8,Hydraulic Brakes,"['c2', 'c3', 'p3']",2,24.7,0.2,1012,24,Lack of Lubrication,59,"['F1', 'F3']",10722,0.3,4
C1046,Gasket,6,Asbestos,"['c3', 'c1']",8,34.1,0.2,1012,24,Mechanical Faults,60,"['F1', 'F2', 'F3', 'F4']",9245,0.7,5
C1047,Air Compressor,2,2000 l,"['c2', 'p2']",7,36,0.3,1013,24,Electrical Faults,65,"['F2', 'F4']",10773,0.8,1
C1048,Clutch,1,,"['p2', 'c3', 'p3']",8,38.7,0.2,1020,24,Electrical Faults,57,"['F1', 'F2', 'F3', 'F4']",11996,0.6,10
C1049,Doors,5,Iron,"['c1', 'p2', 'p3']",3,37.1,0.4,1017,24,Fatigue,63,"['F1', 'F2', 'F3', 'F4']",6123,0.2,7
C1050,Signaling,3,48 V,"['c3', 'p1']",4,32.7,0.2,1013,24,Overloading,62,"['F1', 'F3']",5190,0.5,7
C1051,Doors,1,Iron,"['p1', 'p3']",3,30.4,0.5,1013,24,Overloading,57,"['F2', 'F4']",8657,0.7,10
C1052,Valve,9,Solenoid Valve,"['c1', 'p2', 'c2']",1,32,0.4,1014,24,Overloading,62,"['F2', 'F3', 'F4']",11347,0.1,6
C1053,Gasket,10,Rubber,"['p2', 'c2', 'c3']",7,37.9,0.5,1020,24,Lack of Lubrication,61,['F3'],10930,0.7,10
C1054,Gasket,7,Rubber,"['p2', 'p3']",3,27.7,0.2,1012,24,Corrosion,59,"['F1', 'F2']",6058,0.1,7
C1055,Inverter,6,500 V,['p2'],3,26.7,0.3,1015,24,Overloading,57,"['F1', 'F2', 'F3', 'F4']",5429,0.7,5
C1056,Pantograph,5,Aluminium,"['p1', 'c3']",1,23.8,0.2,1011,24,Wear and Tear,58,"['F3', 'F4']",6050,0.5,5
C1057,Resistor,10,50 ohms,"['c2', 'c1', 'c3']",5,28.6,0.3,1012,24,Electrical Faults,58,"['F1', 'F2', 'F3', 'F4']",11352,0.1,1
C1058,Air Compressor,2,500 l,"['p1', 'c1']",5,28.2,0.2,1012,24,Lack of Lubrication,55,"['F1', 'F3']",10549,0.1,3
C1059,Gasket,2,Sterlant,"['p2', 'c1', 'p3']",6,31.1,0.2,1016,24,Corrosion,61,"['F2', 'F3', 'F4']",7956,0.2,1
C1060,Bogie,5,500 tons,"['p3', 'c2', 'c3']",3,30.7,0.3,1011,24,Lack of Lubrication,60,"['F1', 'F2']",8644,0.3,1
C1061,Battery,6,48 V,"['c3', 'c1']",7,32.2,0.4,1012,24,Fatigue,63,"['F1', 'F2', 'F3']",9212,0.9,10
C1062,Horn,1,120 db,['c3'],7,35.3,0.3,1018,24,Mechanical Faults,62,['F2'],7771,0.7,3
C1063,Panel,7,IP65,"['c1', 'c2']",5,35,0.5,1012,24,Electrical Faults,59,"['F1', 'F2']",10229,0.3,7
C1064,Relay,9,Magnetic,"['c2', 'p1']",2,30.6,0.2,1011,24,Electrical Faults,61,"['F1', 'F2', 'F4']",5384,0.3,5
C1065,Coupler,3,Automatic,['c2'],8,30,0.2,1019,24,Corrosion,65,"['F1', 'F2', 'F3', 'F4']",11870,0.9,5
C1066,Wheelset,9,,"['p3', 'p1', 'c2']",7,38.6,0.5,1012,24,Lack of Lubrication,63,"['F1', 'F2']",9939,0.2,6
C1067,Axle,6,1.5m,"['p2', 'c1']",5,27.3,0.2,1010,24,Overloading,60,"['F1', 'F3', 'F4']",11100,0.1,8
C1068,Gear,7,Stainless Steel,['c2'],8,39.4,0.2,1017,24,Overloading,66,"['F2', 'F4']",10116,0.3,5
C1069,Battery,8,,['p3'],3,32.2,0.4,1010,24,Wear and Tear,56,"['F1', 'F3', 'F4']",11644,0.9,2
C1070,Transformer,7,1000 KVA,['p1'],8,39.2,0.4,1017,24,Corrosion,64,"['F2', 'F3']",6171,0.7,10
C1071,Shaft,9,Carbon Steel,['p2'],4,36.5,0.5,1017,24,Wear and Tear,57,"['F1', 'F3', 'F4']",9924,0.6,4
C1072,Component Type,3,,['p2'],5,25.6,0.1,1017,24,Electrical Faults,56,"['F1', 'F4']",7232,0.5,8
C1073,Inverter,5,200 V,"['c1', 'p2', 'c2']",8,29.7,0.4,1013,24,Corrosion,65,"['F1', 'F2', 'F3', 'F4']",11617,0.2,2
C1074,Lighting,4,LED 6000 luminious flux,"['c1', 'p3']",6,35.3,0.3,1010,24,Corrosion,57,"['F1', 'F2', 'F3']",10771,0.7,10
C1075,Clutch,6,,"['p3', 'c3', 'c1']",7,34.5,0.3,1017,24,Fatigue,60,"['F1', 'F2', 'F3', 'F4']",8763,0.4,4
C1076,Valve,7,Solenoid Valve,"['c2', 'c3']",6,35.1,0.1,1016,24,Wear and Tear,65,['F3'],10726,0.3,8
C1077,Cylinder,9,100 mm,"['p2', 'p3']",5,31.7,0.1,1018,24,Corrosion,65,"['F1', 'F2']",5283,0.4,1
C1078,Horn,9,200 db,['c1'],1,32.5,0.1,1018,24,Lack of Lubrication,63,"['F1', 'F2', 'F3', 'F4']",8557,0.9,9
C1079,Bogie,4,500 tons,"['p3', 'p1', 'c2']",5,38,0.4,1018,24,Wear and Tear,59,"['F1', 'F2', 'F3', 'F4']",5839,0.6,9
C1080,Alternator,10,400 KVA,"['c2', 'c1']",2,38.4,0.4,1012,24,Overloading,61,"['F1', 'F2', 'F3', 'F4']",8584,0.2,9
C1081,Track,3,Broad Gauge,"['c3', 'c1', 'c2']",5,26,0.3,1016,24,Electrical Faults,58,"['F1', 'F2', 'F3', 'F4']",7282,0.9,2
C1082,Horn,7,200 db,['c3'],7,24.9,0.4,1017,24,Wear and Tear,63,"['F1', 'F2', 'F3', 'F4']",9862,0.8,7
C1083,Alternator,7,400 KVA,['p2'],7,35.7,0.3,1017,24,Corrosion,57,['F4'],7430,0.6,10
C1084,Component Type,7,,"['c1', 'c3', 'p2']",1,32.8,0.5,1018,24,Fatigue,60,"['F1', 'F4']",8810,0.1,2
C1085,Axle,3,0.5 m,"['p2', 'p3']",1,26.2,0.2,1016,24,Electrical Faults,57,['F1'],9998,0.3,10
C1086,Controller,2,24 V,['p1'],5,26.9,0.4,1012,24,Mechanical Faults,62,"['F1', 'F4']",10528,0.2,6
C1087,Motor,1,20 kW,"['c1', 'c3', 'c2']",3,38.8,0.1,1014,24,Wear and Tear,66,"['F2', 'F4']",7699,0.3,3
C1088,Valve,3,Solenoid Valve,['p3'],4,32.3,0.4,1016,24,Mechanical Faults,61,"['F1', 'F4']",11087,0.4,1
C1089,Bogie,1,500 tons,['c3'],6,28.1,0.1,1011,24,Lack of Lubrication,61,"['F2', 'F4']",8203,0.4,2
C1090,Brakes,10,Hydraulic Brakes,"['c1', 'c2', 'c3']",3,29.1,0.3,1013,24,Wear and Tear,64,"['F1', 'F2', 'F3', 'F4']",11290,0.7,4
C1091,Insulator,1,Polystyrene,['c2'],3,31.3,0.2,1013,24,Wear and Tear,60,['F4'],9962,0.4,3
C1092,Throttle,6,,"['c2', 'c1']",1,36.7,0.1,1018,24,Wear and Tear,65,"['F3', 'F4']",5883,0.7,2
C1093,Resistor,9,10 ohms,"['p2', 'p1', 'c2']",5,33.6,0.2,1013,24,Wear and Tear,59,"['F1', 'F2', 'F3']",7684,0.9,2
C1094,Engine,5,500 HP,"['c3', 'c2', 'c1']",8,36,0.5,1017,24,Electrical Faults,66,"['F1', 'F3', 'F4']",6402,0.4,6
C1095,Relay,5,Electrical,['p2'],2,35.4,0.5,1011,24,Wear and Tear,55,"['F1', 'F2', 'F4']",9683,0.5,1
C1096,Chain,1,20 mm,['c3'],6,31.5,0.2,1015,24,Mechanical Faults,58,"['F1', 'F2', 'F3', 'F4']",11606,0.7,7
C1097,Bearings,3,Ball Bearings,['p1'],1,27.8,0.1,1013,24,Corrosion,63,['F2'],8908,0.5,8
C1098,Seal,6,Silicon,"['c1', 'c2', 'p1']",2,28.9,0.2,1020,24,Lack of Lubrication,58,"['F2', 'F3', 'F4']",5554,0.6,10
C1099,Signaling,10,48 V,['p2'],1,25,0.3,1011,24,Fatigue,64,"['F2', 'F3', 'F4']",6818,0.5,6
C1100,Clutch,2,,"['c2', 'p2', 'p3']",3,27.5,0.3,1020,24,Overloading,56,"['F1', 'F3', 'F4']",11147,0.4,4
